Report type:,Route,,,,,,
,,,,,,,
Device:,HR02AM4455,,Distance:,654.5 km,,,
Group:,,,,,,,
Period:,2021-04-01 00:00:00 - 2021-04-30 23:59:59,,,,,,
,,,,,,,
Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes
TRUE,2021-04-29 15:10:04,28.935574,76.430010,0 m,99.0 km/h,"near rkp sr sec school, Madina, Haryana, India",hours=37641228  charge=true  motion=true  blocked=false  distance=1836.530000000028  totalDistance=385314.39  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:10:14,28.936367,76.427363,0 m,96.0 km/h,"Rohtak - Hansi - Hisar Road, Madina Kaursan, Haryana 124001, India",hours=37650030  charge=true  motion=true  blocked=false  distance=272.58  alarm=parking  totalDistance=385586.97  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:10:34,28.936773,76.421999,0 m,91.0 km/h,"Rohtak - Hansi - Hisar Road, Madina Kaursan, Haryana 124001, India",hours=37670045  charge=true  motion=true  blocked=false  distance=524.6100000000442  totalDistance=386111.58  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:10:37,28.937042,76.421266,0 m,93.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37672171  charge=true  motion=true  blocked=false  distance=77.44  alarm=parking  totalDistance=386189.02  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:11:04,28.940953,76.415450,0 m,96.0 km/h,"Rohtak - Hansi - Hisar Road, Madina Kaursan, Haryana 124001, India",hours=37700029  charge=true  motion=true  blocked=false  distance=714.7799999999697  totalDistance=386903.8  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:11:14,28.941864,76.413027,0 m,91.0 km/h,"Hisar Rd, Haryana 124111, India",hours=37714158  charge=true  motion=true  blocked=false  distance=256.94  alarm=parking  totalDistance=387160.74  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:11:24,28.941811,76.410507,0 m,86.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124001, India",hours=37734462  charge=true  motion=true  blocked=false  distance=245.55999999999767  alarm=parking  totalDistance=387406.3  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:11:34,28.940919,76.408152,0 m,90.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37740351  charge=true  motion=true  blocked=false  distance=249.9899999999907  alarm=parking  totalDistance=387656.29  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:11:54,28.938758,76.403747,0 m,78.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124001, India",hours=37750211  charge=true  motion=true  blocked=false  distance=491.97000000003027  totalDistance=388148.26  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:12:04,28.937961,76.401847,0 m,67.0 km/h,"Rohtak - Hansi - Hisar Rd, Haryana 124001, India",hours=37760826  charge=true  motion=true  blocked=false  distance=205.3  alarm=parking  totalDistance=388353.56  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:12:14,28.937400,76.400216,0 m,57.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124001, India",hours=37771121  charge=true  motion=true  blocked=false  distance=170.72000000003027  totalDistance=388524.28  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:12:24,28.937153,76.398646,0 m,56.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124001, India",hours=37780811  charge=true  motion=true  blocked=false  distance=155.4  alarm=parking  totalDistance=388679.68  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:12:34,28.936776,76.396723,0 m,76.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37794408  charge=true  motion=true  blocked=false  distance=191.97000000003027  alarm=parking  totalDistance=388871.65  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:13:24,28.933745,76.384139,0 m,50.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=37840531  charge=true  motion=true  blocked=false  distance=1271.6900000000023  totalDistance=390143.34  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:13:26,28.933598,76.383835,0 m,55.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=37857971  charge=true  motion=true  blocked=false  distance=33.86  alarm=parking  totalDistance=390177.2  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:14:04,28.929890,76.377865,0 m,69.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37890362  charge=true  motion=true  blocked=false  distance=713.25  totalDistance=390890.45  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:14:14,28.929164,76.376246,0 m,57.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=37891040  charge=true  motion=true  blocked=false  distance=177.28  alarm=parking  totalDistance=391067.73  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:14:24,28.928906,76.374479,0 m,52.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37900055  charge=true  motion=true  blocked=false  distance=174.5  alarm=parking  totalDistance=391242.23  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:14:34,28.928759,76.373873,0 m,17.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37910063  charge=true  motion=true  blocked=false  distance=61.23000000003958  alarm=parking  totalDistance=391303.46  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:15:04,28.928371,76.366980,0 m,104.0 km/h,"Service Road, Maham, Rohtak, Haryana 124111, India",hours=37940105  charge=true  motion=true  blocked=false  distance=673.070000000007  totalDistance=391976.53  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:15:14,28.928448,76.363922,0 m,109.0 km/h,"Service Road, Maham, Rohtak, Haryana 124111, India",hours=37950079  charge=true  motion=true  blocked=false  distance=298.1  alarm=parking  totalDistance=392274.63  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:15:24,28.928939,76.360930,0 m,104.0 km/h,"G T Road, Maham, Rohtak, Haryana 124111, India",hours=37960762  charge=true  motion=true  blocked=false  distance=296.54999999998836  totalDistance=392571.18  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:15:34,28.929788,76.358098,0 m,102.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=37971397  charge=true  motion=true  blocked=false  distance=291.69  alarm=parking  totalDistance=392862.87  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:16:04,28.933587,76.351004,0 m,88.0 km/h,"NH-9, Maham, Rohtak, Haryana 124111, India",hours=38000095  charge=true  motion=true  blocked=false  distance=810.929999999993  totalDistance=393673.8  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:16:14,28.935639,76.349315,0 m,109.0 km/h,"Service Road, Maham, Rohtak, Haryana 124111, India",hours=38010677  charge=true  motion=true  blocked=false  distance=281.57  alarm=parking  totalDistance=393955.37  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:16:24,28.937902,76.347874,0 m,94.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=38020075  charge=true  motion=true  blocked=false  distance=288.429999999993  totalDistance=394243.8  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:16:34,28.939753,76.346445,0 m,82.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=38030072  charge=true  motion=true  blocked=false  distance=248.63  alarm=parking  totalDistance=394492.43  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:16:44,28.941407,76.344381,0 m,109.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=38040132  charge=true  motion=true  blocked=false  distance=272.6600000000326  alarm=parking  totalDistance=394765.09  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:18:24,28.955843,76.321081,0 m,96.0 km/h,"Rohtak, NH-10, Delhi Rohtak Hisar Road, Maham, Meham, Haryana 124112, India",hours=38140947  charge=true  motion=true  blocked=false  distance=2789.5999999999767  totalDistance=397554.69  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:18:34,28.956770,76.318591,0 m,99.0 km/h,"Rohtak - Hansi - Hisar Road, Mahamrural, Haryana 124001, India",hours=38151373  charge=true  motion=true  blocked=false  distance=263.53  alarm=parking  totalDistance=397818.22  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:18:44,28.957045,76.315965,0 m,91.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124001, India",hours=38160128  charge=true  motion=true  blocked=false  distance=257.62000000005355  alarm=parking  totalDistance=398075.84  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:18:54,28.956382,76.313346,0 m,96.0 km/h,"Rohtak - Hansi - Hisar Road, Meham, Haryana 124001, India",hours=38170169  charge=true  motion=true  blocked=false  distance=265.5599999999977  alarm=parking  totalDistance=398341.4  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:20:04,28.951384,76.294443,0 m,74.0 km/h,"Rohtak - Hansi - Hisar Road, Meham, Haryana 124112, India",hours=38246831  charge=true  motion=true  blocked=false  distance=1923.5899999999674  totalDistance=400264.99  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:20:14,28.950939,76.291831,0 m,104.0 km/h,"G T Road, Maham, Rohtak, Haryana 124112, India",hours=38250152  charge=true  motion=true  blocked=false  distance=259.23  alarm=parking  totalDistance=400524.22  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:20:24,28.951730,76.289007,0 m,105.0 km/h,"G T Road, Maham, Rohtak, Haryana 124112, India",hours=38260372  charge=true  motion=true  blocked=false  distance=288.86000000004424  alarm=parking  totalDistance=400813.08  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:20:34,28.953677,76.287007,0 m,100.0 km/h,"Rohtak - Hansi - Hisar Road, Meham, Haryana 124112, India",hours=38271313  charge=true  motion=true  blocked=false  distance=291.3999999999651  alarm=parking  totalDistance=401104.48  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:20:44,28.955880,76.285341,0 m,110.0 km/h,"Rohtak - Hansi - Hisar Road, Meham, Haryana 124112, India",hours=38290698  charge=true  motion=true  blocked=false  distance=294.070000000007  totalDistance=401398.55  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:20:54,28.958201,76.283547,0 m,112.0 km/h,"Meham Bypass Rd, Meham, Haryana 124112, India",hours=38290856  charge=true  motion=true  blocked=false  distance=311.9  alarm=parking  totalDistance=401710.45  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:21:34,28.968080,76.277263,0 m,116.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124112, India",hours=38331295  charge=true  motion=true  blocked=false  distance=1259.399999999965  totalDistance=402969.85  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:21:44,28.970740,76.275926,0 m,118.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124112, India",hours=38343683  charge=true  motion=true  blocked=false  distance=323.51  alarm=parking  totalDistance=403293.36  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:22:04,28.976158,76.273425,0 m,113.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=6739.98  totalDistance=417294.58  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:22:14,28.978712,76.272192,0 m,108.0 km/h,"Maham Bypass, Maham, Rohtak, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=6502.17  totalDistance=417056.77  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:22:24,28.980921,76.270981,0 m,86.0 km/h,"Hisar Bypass Southern, Rohtak District, Meham, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=6288.82  totalDistance=416843.42  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:22:34,28.982222,76.269118,0 m,78.0 km/h,"Service Road, Maham, Rohtak, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=6063.29  totalDistance=416617.89  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:22:44,28.983269,76.266729,0 m,109.0 km/h,"Rohtak - Hansi - Hisar Rd, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=5803.26  totalDistance=416357.86  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:22:54,28.984641,76.263685,0 m,115.0 km/h,"NH-9, Maham, Rohtak, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=5470.24  totalDistance=416024.84  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:23:04,28.985968,76.260634,0 m,111.0 km/h,"G T Road, Maham, Rohtak, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=5138.69  totalDistance=415693.29  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:23:14,28.987004,76.257989,0 m,90.0 km/h,"Rohtak - Hansi - Hisar Road, Bhaini Maharajpur, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=4856.52  totalDistance=415411.12  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:23:24,28.987803,76.255508,0 m,95.0 km/h,"Rohtak - Hansi - Hisar Road, Bhaini Maharajpur, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=4599.66  totalDistance=415154.26  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:23:34,28.988379,76.253456,0 m,62.0 km/h,"Rohtak - Hansi - Hisar Road, Bhaini Maharajpur, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=4391.31  totalDistance=414945.91  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:24:33,28.991361,76.246106,0 m,73.0 km/h,"Rohtak - Hansi - Hisar Road, Bhaini Maharajpur, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=3602.35  totalDistance=414156.95  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:24:43,28.992357,76.243961,0 m,87.0 km/h,"Rohtak - Hansi - Hisar Road, Bhaini Maharajpur, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=3366.32  totalDistance=413920.92  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:24:53,28.993322,76.241500,0 m,92.0 km/h,"Service Road, Maham, Rohtak, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=3103.76  totalDistance=413658.36  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:25:03,28.994341,76.239177,0 m,88.0 km/h,"G T Road, Maham, Rohtak, Haryana 124112, India",hours=38649292  charge=true  motion=true  blocked=false  distance=2850.87  totalDistance=413405.47  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:25:13,28.995259,76.237018,0 m,81.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=2617.25  totalDistance=413171.85  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:25:23,28.995867,76.234625,0 m,87.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=2377.23  totalDistance=412931.83  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:25:33,28.996471,76.232119,0 m,95.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=2128.07  totalDistance=412682.67  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:25:43,28.997688,76.229442,0 m,102.0 km/h,"NH-9, Hansi Sub-District, Hisar, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=1834.36  totalDistance=412388.96  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:25:53,28.998962,76.226661,0 m,105.0 km/h,"NH-9, Hansi Sub-District, Hisar, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=1528.86  totalDistance=412083.46  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:03,29.000103,76.224127,0 m,90.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=1251.6  totalDistance=411806.2  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:13,29.001113,76.221853,0 m,94.0 km/h,"NH-9, Hansi Sub-District, Hisar, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=1003.37  totalDistance=411557.97  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:23,29.002174,76.219478,0 m,86.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 127041, India",hours=38649292  charge=true  motion=true  blocked=false  distance=744.01  totalDistance=411298.61  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:33,29.003132,76.217372,0 m,81.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 127041, India",hours=38629328  charge=true  motion=true  blocked=false  distance=6746.210000000021  alarm=parking  totalDistance=410039.57  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:33,29.003132,76.217372,0 m,81.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 127041, India",hours=38649292  charge=true  motion=true  blocked=false  distance=513.55  totalDistance=411068.15  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:43,29.004121,76.215140,0 m,92.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38642890  charge=true  motion=true  blocked=false  distance=243.57000000000698  totalDistance=410283.14  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:26:53,29.004881,76.212491,0 m,101.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38649292  charge=true  motion=true  blocked=false  distance=271.46  alarm=parking  totalDistance=410554.6  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:27:13,29.006282,76.207089,0 m,90.0 km/h,"NH-9, Hansi Sub-District, Hisar, Haryana 125042, India",hours=38670019  charge=true  motion=true  blocked=false  distance=548.5100000000093  alarm=parking  totalDistance=411103.11  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:27:23,29.007742,76.204694,0 m,98.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38680173  charge=true  motion=true  blocked=false  distance=284.22000000003027  alarm=parking  totalDistance=411387.33  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:27:33,29.009396,76.202711,0 m,92.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38692953  charge=true  motion=true  blocked=false  distance=266.79999999998836  totalDistance=411654.13  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:27:39,29.010028,76.201228,0 m,100.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38699812  charge=true  motion=true  blocked=false  distance=160.64  alarm=parking  totalDistance=411814.77  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:27:53,29.011293,76.197673,0 m,87.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125042, India",hours=38709456  charge=true  motion=true  blocked=false  distance=373.63999999995576  totalDistance=412188.41  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:28:43,29.015231,76.184957,0 m,84.0 km/h,"NH-9, Bhiwani Sub-District, Bhiwani, Haryana 127041, India",hours=38812002  charge=true  motion=true  blocked=false  distance=1297.08  totalDistance=416050.95  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:28:53,29.016414,76.183051,0 m,78.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal Khurd, Haryana 127041, India",hours=38812002  charge=true  motion=true  blocked=false  distance=1085.78  totalDistance=415839.65  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:03,29.017805,76.181568,0 m,76.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal, Haryana 127041, India",hours=38812002  charge=true  motion=true  blocked=false  distance=879.99  totalDistance=415633.86  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:13,29.019654,76.180592,0 m,91.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal Khurd, Haryana 127041, India",hours=38791980  charge=true  motion=true  blocked=false  distance=1905.58  alarm=parking  totalDistance=414093.99  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:13,29.019654,76.180592,0 m,91.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal Khurd, Haryana 127041, India",hours=38812002  charge=true  motion=true  blocked=false  distance=653.69  totalDistance=415407.56  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:23,29.022015,76.179380,0 m,104.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal, Haryana 127041, India",hours=38800346  charge=true  motion=true  blocked=false  distance=288.03000000002794  totalDistance=414382.02  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:23,29.022015,76.179380,0 m,104.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal, Haryana 127041, India",hours=38812002  charge=true  motion=true  blocked=false  distance=367.41  totalDistance=415121.28  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:33,29.024147,76.178132,0 m,87.0 km/h,"Rohtak - Hansi - Hisar Road, Mundhal, Haryana 127041, India",hours=38809485  charge=true  motion=true  blocked=false  distance=266.63  alarm=parking  totalDistance=414648.65  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:37,29.024794,76.177344,0 m,85.0 km/h,"Bhiwani - Jind Rd, Mundhal, Haryana 127041, India",hours=38812002  charge=true  motion=true  blocked=false  distance=105.21999999997206  alarm=parking  totalDistance=414753.87  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:29:53,29.026097,76.173338,0 m,89.0 km/h,"Hisar Bypass Southern, Mundhal, Haryana 127041, India",hours=38829504  charge=true  motion=true  blocked=false  distance=416.0200000000186  alarm=parking  totalDistance=415169.89  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:30:43,29.028824,76.163523,0 m,74.0 km/h,"NH-9, Bhiwani Sub-District, Bhiwani, Haryana 127041, India",hours=38880814  charge=true  motion=true  blocked=false  distance=1002.609999999986  totalDistance=416172.5  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:30:53,29.029911,76.161597,0 m,83.0 km/h,"NH-9, Bhiwani Sub-District, Bhiwani, Haryana 127041, India",hours=38889614  charge=true  motion=true  blocked=false  distance=223.1  alarm=parking  totalDistance=416395.6  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:32:03,29.040508,76.145645,0 m,100.0 km/h,"Rohtak - Hansi - Hisar Rd, Haryana 125033, India",hours=38979495  charge=true  motion=true  blocked=false  distance=1952.5900000000256  totalDistance=418348.19  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:32:13,29.041669,76.143003,0 m,109.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125033, India",hours=38980536  charge=true  motion=true  blocked=false  distance=287.79  alarm=parking  totalDistance=418635.98  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:32:33,29.043895,76.137366,0 m,103.0 km/h,"Hisar Road, Bawani Khera, Bhiwani, Haryana 127041, India",hours=38990857  charge=true  motion=true  blocked=false  distance=602.0300000000279  totalDistance=419238.01  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:32:43,29.045328,76.134936,0 m,96.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=38999654  charge=true  motion=true  blocked=false  distance=285.28  alarm=parking  totalDistance=419523.29  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:32:53,29.046614,76.132765,0 m,87.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39009658  charge=true  motion=true  blocked=false  distance=255.17999999999302  totalDistance=419778.47  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:33:03,29.047651,76.130237,0 m,100.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39019675  charge=true  motion=true  blocked=false  distance=271.74  alarm=parking  totalDistance=420050.21  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:33:33,29.050425,76.123246,0 m,77.0 km/h,"Rohtak - Hansi - Hisar Rd, Sorkhi, Haryana 125033, India",hours=39051197  charge=true  motion=true  blocked=false  distance=747.3899999999558  totalDistance=420797.6  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:33:43,29.051761,76.121230,0 m,98.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39059716  charge=true  motion=true  blocked=false  distance=246.12  alarm=parking  totalDistance=421043.72  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:33:53,29.053407,76.119272,0 m,92.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39070216  charge=true  motion=true  blocked=false  distance=264.4200000000419  totalDistance=421308.14  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:34:03,29.054377,76.116950,0 m,85.0 km/h,"Hansi Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39079816  charge=true  motion=true  blocked=false  distance=250.38  alarm=parking  totalDistance=421558.52  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:34:13,29.054144,76.114463,0 m,89.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39090353  charge=true  motion=true  blocked=false  distance=243.4099999999744  alarm=parking  totalDistance=421801.93  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:34:23,29.054240,76.112026,0 m,84.0 km/h,"NH-8,Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39099697  charge=true  motion=true  blocked=false  distance=237.4100000000326  alarm=parking  totalDistance=422039.34  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:35:13,29.058980,76.100143,0 m,99.0 km/h,"Rohtak - Hansi - Hisar Rd, Sorkhi, Haryana 125033, India",hours=39150600  charge=true  motion=true  blocked=false  distance=1271.0499999999884  totalDistance=423310.39  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:35:23,29.060170,76.097717,0 m,103.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39159719  charge=true  motion=true  blocked=false  distance=270.75  alarm=parking  totalDistance=423581.14  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:35:33,29.061579,76.095282,0 m,100.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39169798  charge=true  motion=true  blocked=false  distance=284.0999999999767  totalDistance=423865.24  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:35:43,29.062724,76.092839,0 m,94.0 km/h,"Rohtak - Hansi - Hisar Rd, Sorkhi, Haryana 125033, India",hours=39179738  charge=true  motion=true  blocked=false  distance=269.76  alarm=parking  totalDistance=424135.0  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:38:14,29.074876,76.052513,0 m,102.0 km/h,"Rohtak - Hansi - Hisar Rd, Sorkhi, Haryana 125033, India",hours=39379894  charge=true  motion=true  blocked=false  distance=4151.640000000014  alarm=parking  totalDistance=428286.64  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:39:04,29.078189,76.038413,0 m,98.0 km/h,"Rohtak - Hansi - Hisar Rd, Sorkhi, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=3165.04  totalDistance=436056.9  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:39:14,29.078879,76.035534,0 m,109.0 km/h,"Rohtak - Hansi - Hisar Road, Sorkhi, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=2875.53  totalDistance=435767.39  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:39:34,29.080534,76.029677,0 m,109.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=2277.22  totalDistance=435169.08  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:39:54,29.083043,76.024032,0 m,110.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=1666.12  totalDistance=434557.98  ignition=true  batteryLevel=100
